ID,Stock Code,UPC Full,Name,Size,Default Qty,Unit Cost,Latest Cost,Unit Price,Modifiers Qty,Modifiers Cost,Modifiers Latest Cost,Modifiers Price,Tax Rule Name,Category Name,Category Group Name,Supplier Name,Qty On Hand,Total Qty On Hand,Margin,Reorder Value,Reorder Point,Item Rank,Auto Update,Type,Vendor Item No,SKU,Unit Per Case,Item Tags,Vendor Name,Notes,Remind Date,Close Out item,Prompt For Qty,Item Type,Additional Fee,Bottle Deposit,Do Not Track Inventory,Add To Shortcut Keys,Do Not Show To Webstore,Hide Inventory,Item Shortcut Name,Item Sort No,Do Not Apply Manual Discount,Exclude from Promotions
3563,"2220177526","0000","SKYGAZER EVEN MORE 4PK","4PK","1","19.49","0.000","24.99","1","19.490","0.000","24.99","Tax","6-PKBEER",,"NULL","0.00",0,"22.01",6,1,"D",0,"general",0,"08631",6,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
3569,"8068600140","080686001409","JIM BEAM KENTUCKY BOURBON 750ML","750ML","1","15.41","15.410","20.99","1","15.410","15.410","20.99","Tax","WHISKEY","LIQUOR","BRESCOME","13.00",13,"26.58",12,1,"B",0,"general","12980","56781",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3571,"5607500011","0000","EFFEN  VODKA 750ML","750ML","1","22.99","0.000","29.99","1","22.990","0.000","29.99","Tax","VODKA","LIQUOR","ALLAN S GOOD","0.00",0,"23.34",12,1,"D",0,"general",0,"51988",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3572,"8500001239","0000","E & J CASK & CREAM CARAMEL 750","375ML","1","8.83","0.000","11.99","1","8.830","0.000","11.99","Tax","LIQUOR","LIQUOR","CDI MERCH-D","0.00",0,"26.36",24,1,"D",0,"general",0,"05801",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3573,"4107698302","0000","PIPEWORK","MISC","1","10.00","0.000","15.99","1","10.000","0.000","15.99","Tax","6-PKBEER",,"NULL","0.00",0,"37.46",1,1,"D",0,"general",0,"49254",1,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
3575,"s5222300623","0000","COSMIC CIRCUS","MISC","1","3.00","0.000","4.99","1","3.000","0.000","4.99","Tax","BEER","BEER","NULL","0.00",0,"39.88",1,1,"D",0,"general",0,"54481",1,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
3576,"8800402574","088004025748","W.L. WELLER SPECIAL RESERVE WHEATED BOURBON 750ML","750ML","1","23.58","23.580","99.99","1","23.580","23.580","99.99","Tax","WHISKEY","LIQUOR","NORTHEAST","3.00",3,"76.42",12,1,"B",0,"general","607961","34717",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3577,"8500001178","0000","HANWOOD CAB.SAU. 750ML","750ML","1","6.00","0.000","9.99","1","6.000","0.000","9.99","Tax","WINE","WINE","UNKNOWN","0.00",0,"39.94",12,1,"D",0,"general",0,"41353",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3578,"5797300320","0000","POUR JUDGEMENT","MISC","1","9.00","0.000","13.99","1","9.000","0.000","13.99","Tax","BEER","BEER","NULL","0.00",0,"35.67",1,1,"D",0,"general",0,"32390",1,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
3579,"8520000137","085200001378","SUTTERHOME CABERNET SAUVIGNON TETRA PACK 500ML BOX","500ML","1","2.66","0.000","3.99","1","2.660","0.000","3.99","Tax","WINE","WINE","CDI","0.00",0,"33.33",12,4,"D",0,"general","9211511","25905",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3580,"8469250654","0000","TAITTINGER PRESTIGE ROSE 6PK","6PK","1","42.89","0.000","54.99","1","42.890","0.000","54.99","Tax","WINE","WINE","UNKNOWN","0.00",0,"22.00",4,1,"D",0,"general",0,"58410",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3581,"3938300718","039383007184","MICHTER'S SMALL BATCH US 1 BOURBON 750ML","750ML","1","33.41","33.410","44.99","1","33.410","33.410","44.99","Tax","BOURBON","LIQUOR","BRESCOME","7.00",7,"25.74",0,0,"D",0,"general","66565","46473",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3584,"7454500063","674545000636","DON JULIO REPOSADO 1.75LT","1.75LT","1","75.00","0.000","94.99","1","75.000","0.000","94.99","Tax","TEQUILA","LIQUOR","BRESCOME","2.00",2,"21.04",0,0,"D",0,"general",0,"80775",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3586,"8974475052","0000","BROQUEL CAB.SAUV","MISC","1","10.00","0.000","14.99","1","10.000","0.000","14.99","Tax","WINE","WINE","NULL","0.00",0,"33.29",1,1,"D",0,"general",0,"79293",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3587,"8511501175","0000","OLIFANT VODKA 1.75L","1.75LT","1","20.91","0.000","25.99","1","20.910","0.000","25.99","Tax","VODKA","LIQUOR","BRESCOME","0.00",0,"19.55",6,1,"D",0,"general",0,"28444",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3589,"3522901043","835229010437","ABSOLUT GRAPEFRUIT VODKA 750ML","750ML","1","14.99","0.000","23.99","1","14.990","0.000","23.99","Tax","VODKA","LIQUOR","CDI","0.00",0,"37.52",0,0,"D",0,"general","9319345","37797",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3590,"8143401584","0000","BANROCK STATION SHIRAZ 1.5L","1.5LT","1","7.99","0.000","9.99","1","7.990","0.000","9.99","Tax","WINE","WINE","HARTLEY PARKER","0.00",0,"20.02",6,1,"D",0,"general",0,"45218",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3592,"1153801088","811538010887","JOSE CUERVO ESPECIAL GOLD TEQUILA 375ML","375ML","1","9.74","9.740","13.99","1","9.740","9.740","13.99","Tax","TEQUILA","LIQUOR","EDER BROS","6.00",6,"30.38",0,0,"D",0,"general",0,"26168",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3593,"8438018036","0000","JACQUIN VODKA 200ML","200ML","1","1.79","0.000","2.35","1","1.790","0.000","2.35","Tax","LIQ 200",,"UNKNOWN","0.00",0,"23.83",24,1,"D",0,"general",0,"41594",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3595,"8811015052","088110150525","HENNESSY VS COGNAC 200ML","200ML","1","11.99","9.090","15.99","1","11.990","9.090","15.99","Tax","COGNAC","LIQUOR","CDI","2.00",2,"25.02",1,1,"C",0,"general","9153056","02267",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3596,"2383000009","723830000094","LAGUNITAS IPA 6PK 12OZ BOTTLE","6PK","1","8.50","0.000","10.99","1","8.500","0.000","10.99","Tax","BEER 4,6, AND 8 PACKS","BEER","A. GALLO","0.00",0,"22.66",1,1,"D",0,"general",0,"17751",4,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
3598,"8200078269","0000","CROWN ROYAL BLENDERS MASH 750ML","750ML","1","22.00","0.000","29.99","1","22.000","0.000","29.99","Tax","CANADIAN","LIQUOR","NULL","0.00",0,"26.64",12,1,"D",0,"general",0,"69463",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3603,"3410051660","0000","HENRY'S 12PK","12PK","1","13.00","0.000","16.99","1","13.000","0.000","16.99","Tax","BEER","BEER","NULL","0.00",0,"23.48",2,1,"D",0,"general",0,"10084",2,,,,,0,0,"Inventory Item",,"12PK",0,0,0,0,,,0,0
3605,"8200074088","0000","T.G.I.F.PASSION MOJITO 750ML","750ML","1","5.75","0.000","7.99","1","5.750","0.000","7.99","Tax","LIQUOR","LIQUOR","NULL","0.00",0,"28.04",12,1,"D",0,"general",0,"46395",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3607,"8807618604","0000","CIROC POMEGRANATE 750ML","750ML","1","25.00","0.000","34.99","1","25.000","0.000","34.99","Tax","LIQUOR","LIQUOR","UNKNOWN","0.00",0,"28.55",12,1,"D",0,"general",0,"15549",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3608,"9745800082","897458000825","DUTCHCRAFT VODKA 1.75L","1.75LT","1","16.75","0.000","23.99","1","16.750","0.000","23.99","Tax","LIQUOR","LIQUOR","ACE DISTRIBUTING","0.00",0,"30.18",6,4,"D",0,"general",0,"87706",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3610,"6803520300","0000","SILVER PALM CABERNET SAUVIGNON 750ML","750ML","1","11.00","0.000","15.99","1","11.000","0.000","15.99","Tax","US WINE","WINE","NULL","0.00",0,"31.21",12,1,"D",0,"general",0,"96227",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3611,"1994200016","0000","OSCAR BLUES DALE'S PALE ALE CAN 12 OZ","12OZ","1","2.37","0.000","2.99","1","2.370","0.000","2.99","Tax","BEER","BEER","NULL","0.00",0,"20.74",24,1,"D",0,"general",0,"23320",24,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
3612,"s5389700242","0000","SALZER","MISC","1","1.00","0.000","1.99","1","1.000","0.000","1.99","Tax","BEER","BEER","UNKNOWN","0.00",0,"49.75",1,1,"D",0,"general",0,"29694",1,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
3614,"8390000514","0000","NESTEA LEMON TEA 16.9OZ","MISC","1","0.93","0.000","1.19","1","0.930","0.000","1.19","Tax","SODA",,"NULL","0.00",0,"21.85",1,1,"D",0,"general",0,"23141",1,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
3616,"8500000743","085000007433","ANDRE BRUT 750ML","750ML","1","6.00","6.000","8.99","1","6.000","6.000","8.99","Tax","BRUT",,"CDI","0.00",0,"33.26",12,3,"D",0,"general","1235647","80620",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3618,"8130800146","0000","BIG HOUSE PINOT GRIGIO 6PK","6PK","1","14.59","0.000","19.99","1","14.590","0.000","19.99","Tax","WINE","WINE","NULL","0.00",0,"27.01",4,1,"D",0,"general",0,"93717",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3619,"8068639470","0000","DEKUY.CHERI-B PUCKER200ML","200ML","1","2.89","0.000","3.99","1","2.890","0.000","3.99","Tax","LIQ 200",,"UNKNOWN","0.00",0,"27.57",24,1,"D",0,"general",0,"03408",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3622,"1085200421","0000","MARSHAL SCOTCH  750ML","750ML","1","11.49","0.000","14.99","1","11.490","0.000","14.99","Tax","LIQUOR","LIQUOR","ACE DISTRIBUTING","0.00",0,"23.35",12,1,"D",0,"general",0,"30872",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3623,"8800401012","088004010126","TAAKA VODKA 1.75L","1.75LT","1","7.64","7.640","10.99","1","7.640","7.640","10.99","Tax","VODKA","LIQUOR","NORTHEAST","4.00",4,"30.48",1,1,"C",0,"general","606640","70464",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3624,"8500000383","085000003831","E&J BRANDY GRAND BLUE VSOP 375ML","375ML","1","5.42","0.000","7.99","1","5.420","0.000","7.99","Tax","BRANDY","LIQUOR","CDI MERCH-D","2.00",2,"32.17",0,0,"D",0,"general",0,"86887",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3625,"8105459340","0000","FOX BROOK CHARDONNAY 1.5 L","1.5LT","1","5.24","0.000","7.99","1","5.240","0.000","7.99","Tax","WINE","WINE","ALLAN S GOOD","0.00",0,"34.42",6,1,"D",0,"general",0,"93627",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3626,"1820017993","0000","SHOCK TOP SEASONAL 6PK 12 OZ","6PK","1","5.75","0.000","7.99","1","5.750","0.000","7.99","Tax","BEER 4,6, AND 8 PACKS","BEER","DICHELLO","0.00",0,"28.04",4,1,"D",0,"general",0,"43332",4,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
3627,"8043240063","080432400630","THE GLENLIVET 12YR SINGLE MALT WHISKEY 750ML","750ML","1","44.99","44.990","59.99","1","44.990","44.990","59.99","Tax","SCOTCH","LIQUOR","BRESCOME","1.00",1,"25.00",0,0,"D",0,"general","22918","31850",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3628,"6386000015","863860000159","NEW ENGLAND CIDER CO PUMPKIN CIDER","16OZ","1","11.00","0.000","16.99","1","11.000","0.000","16.99","Tax","MISC","MISC","UNKNOWN","0.00",0,"35.26",0,0,"D",0,"general",0,"80614",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3632,"8068601676, 8068601640","080686016762, 080686016762","KNOB CREEK BOURBON 9YRS 100PROOF 750ML","750ML","1","28.91","28.910","39.99","1","28.910","28.910","39.99","Tax","BOURBONS","LIQUOR","BRESCOME","5.00, 12.00",17,"27.71",0,0,"D",0,"general","52540","94668",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3633,"8711601527","0000","UV SWEET GREEN TEA","MISC","1","8.58","0.000","11.99","1","8.580","0.000","11.99","Tax","MIXERS","MISC","SLOCUM & SONS INC","0.00",0,"28.44",1,1,"D",0,"general",0,"37141",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3634,"7125040205","0000","COLT 45 24 OZ CAN","24OZ","1","1.09","0.000","1.50","1","1.090","0.000","1.50","Tax","BEER","BEER","STAR","0.00",0,"27.33",12,1,"D",0,"general",0,"89811",12,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
3636,"3625174033","0000","STONE SEASONAL 12 OZ","12OZ","1","9.35","0.000","11.99","1","9.350","0.000","11.99","Tax","BEER 4,6, AND 8 PACKS","BEER","NULL","0.00",0,"22.02",24,1,"D",0,"general",0,"87787",24,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
3638,"8112800214","081128002145","SLANE TRIPLE CASKED IRISH WHISKEY 750ML","750ML","1","23.91","0.000","31.99","1","23.910","0.000","31.99","Tax","WHISKEY","LIQUOR","EDER BROS","5.00",5,"25.26",0,0,"D",0,"general","376","87831",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3639,"9050000057","09055730","WINSTON RED BOX","4PK","1","11.79","0.000","15.35","1","11.790","0.000","15.35","Tax","CIGARETTES","CIGARETTES","MANCHESTER T","0.00",0,"23.19",0,0,"D",0,"general",0,"42294",10,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3641,"8017550303","080175503032","OPICI HOMEMADE BARBERONE RED 3LT","3LT","1","13.71","13.710","19.99","1","13.710","13.710","19.99","Tax","WINE","WINE","OPICI","11.00",11,"31.42",12,9,"A",0,"general","152752","14817",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3642,"s0456320116","0000","BBC","MISC","1","2.75","0.000","4.99","1","2.750","0.000","4.99","Tax","BEER","BEER","NULL","0.00",0,"44.89",1,1,"D",0,"general",0,"92312",1,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
3643,"6721900006","0000","GOIYA SOUTH AFRICA CHARDONNAY","750ML","1","4.61","0.000","6.99","1","4.610","0.000","6.99","Tax","WINE","WINE","CDI","0.00",0,"34.05",12,1,"D",0,"general",0,"88072",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3644,"6233100029","0000","PROSPACT CIDER WORK","MISC","1","9.00","0.000","13.99","1","9.000","0.000","13.99","Tax","6-PKBEER",,"NULL","0.00",0,"35.67",1,1,"D",0,"general",0,"04484",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3645,"8210011216","0000","CISCO STRAWBERRY 750ML","750ML","1","2.68","0.000","4.99","1","2.680","0.000","4.99","Tax","WINE","WINE","BRESCOME","0.00",0,"46.29",12,1,"D",0,"general",0,"18411",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3646,"8723600283","087236002831","REMY MARTIN 1738 375ML","375ML","1","22.17","0.000","31.99","1","22.170","0.000","31.99","Tax","COGNAC","LIQUOR","BRESCOME","4.00",4,"30.70",0,0,"D",0,"general",0,"12068",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3647,"5774401115","857744011157","JOSH MERLOT 750ML","750ML","1","9.98","9.980","14.99","1","9.980","9.980","14.99","Tax","US WINE","WINE","BRESCOME","8.00",8,"33.42",12,5,"B",0,"general","11090","04896",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3650,"5355300434","0000","THIMBLE LAGER 6PKS","6PK","1","6.00","0.000","9.99","1","6.000","0.000","9.99","Tax","BEER","BEER","NULL","0.00",0,"39.94",4,1,"D",0,"general",0,"98122",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3653,"5000876510","0000","LEGITIMUS STOUT 160Z 4PK","4PK","1","8.50","0.000","13.99","1","8.500","0.000","13.99","Tax","6-PKBEER",,"UNKNOWN","0.00",0,"39.24",6,1,"D",0,"general",0,"68822",6,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
3655,"8072000063","080720000634","GLEN ELLEN MERLOT 1.5L","1.5LT","1","6.12","0.000","8.99","1","6.120","0.000","8.99","Tax","US WINE","WINE","BRESCOME","0.00",0,"31.92",6,2,"D",0,"general",0,"72075",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3656,"8043210684","0000","ALTOS SILVER TEQUILA 750ML","750ML","1","17.80","0.000","25.99","1","17.800","0.000","25.99","Tax","TEQUILA","LIQUOR","NULL","0.00",0,"31.51",12,1,"D",0,"general",0,"37191",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3657,"5654400742","856544007421","BOOM SAUCE ","16OZ","1","11.70","0.000","14.99","1","11.700","0.000","14.99","Tax","4 PK BEER","BEER","NULL","1.00",1,"21.95",0,0,"D",0,"general",0,"46495",6,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
3658,"8130871821","0000","J.P. CHENET CAB-SYRAH 3L","3LT","1","12.74","0.000","16.99","1","12.740","0.000","16.99","Tax","BOX WINE",,"ALLAN S GOOD","0.00",0,"25.01",3,1,"D",0,"general",0,"02236",3,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3659,"1006","0000","DEPOSIT    $1.20","MISC","1","0.94","0.000","1.20","1","0.940","0.000","1.20","NoTax","DEPOSIT",,"UNKNOWN","0.00",0,"21.67",1,1,"D",0,"general",0,"46444",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3661,"8704176900","8704176900","NINA'S RASPBERRY PUREE MIX","MISC","1","7.79","0.000","5.99","1","7.790","0.000","5.99","Tax","MIXERS","MISC","NULL","0.00",0,"-30.05",0,0,"D",0,"general",0,"88939",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3663,"1994200045","0000","OSKAR BLUE PASSION FRUIT PICKER","12OZ","1","8.00","0.000","11.99","1","8.000","0.000","11.99","Tax","BEER","BEER","NULL","0.00",0,"33.28",24,1,"D",0,"general",0,"82631",24,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
3665,"8068636340","080686363408","DEKUYPER TRIPLE SEC LIQUEUR 750ML","750ML","1","8.49","8.490","13.99","1","8.490","8.490","13.99","Tax","CORDIALS & LIQUEURS","LIQUOR","BRESCOME","0.00",0,"39.31",1,1,"D",0,"general","6041","70369",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3669,"1001468079","0000","COLOR BLIND IPA 16OZ 4PK","4PK","1","9.66","0.000","14.99","1","9.660","0.000","14.99","Tax","6-PKBEER",,"UNKNOWN","0.00",0,"35.56",6,1,"D",0,"general",0,"93527",6,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
3670,"8341700020","0000","GEYSER PEAK SAUV BLANC","750","1","7.33","0.000","9.99","1","7.330","0.000","9.99","Tax","WINE","WINE","UNKNOWN","0.00",0,"26.63",1,1,"D",0,"general",0,"62975",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3671,"Deposit, 0000010000","0000, 0000","DEPOSIT","MISC","1","36.07","24.000","0.05","1","36.070","24.000","0.05","NoTax","DEPOSIT",,"NORTHEAST","0.00, 9.00",9,"-72040.00",0,0,"D",0,"general",0,"79497",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3672,"8043250018","080432500187","JAMESON IRISH WHISKEY 1.75L","1.75LT","1","47.91","47.910","58.99","1","47.910","47.910","58.99","Tax","WHISKEY","LIQUOR","NORTHEAST","13.00",13,"18.78",6,1,"B",0,"general","632365","36561",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3674,"8017566475","080175664757","CESARI AMARONE CLASSICO 750ML","750ML","1","37.35","37.350","55.99","1","37.350","37.350","55.99","Tax","IMPORTED WINE","WINE","OPICI","14.00",14,"33.29",6,5,"A",0,"general","182249","22391",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3676,"8600001449","0000","ESTATE CELLAR MERLOT 1.5L","1.5LT","1","5.91","0.000","7.99","1","5.910","0.000","7.99","Tax","WINE","WINE","BRESCOME","0.00",0,"26.03",6,1,"D",0,"general",0,"58777",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3678,"2711500505","0000","LITTLE BOOMEY SHIRAZ 1.5L","1.5LT","1","7.66","0.000","10.99","1","7.660","0.000","10.99","Tax","WINE","WINE","CDI","0.00",0,"30.30",6,1,"D",0,"general",0,"55033",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3679,"0588120040","0000","WEYERBACHER  MERRY MONK 12 OZ","12OZ","1","12.00","0.000","16.99","1","12.000","0.000","16.99","Tax","BEER 4,6, AND 8 PACKS","BEER","UNKNOWN","0.00",0,"29.37",24,1,"D",0,"general",0,"21425",24,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
3681,"8981975935","0000","CELLAR NO. 8 CAB","750ML","1","6.82","0.000","9.99","1","6.820","0.000","9.99","Tax","WINE","WINE","EDER BROS","0.00",0,"31.73",12,1,"D",0,"general",0,"97611",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3682,"6099964837","0000","LORD HOBO STEAL 16OZ 6PKS","6PK","1","9.00","0.000","13.99","1","9.000","0.000","13.99","Tax","BEER","BEER","NULL","0.00",0,"35.67",4,1,"D",0,"general",0,"17779",4,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
3683,"4944000021","649440000210","OMMEGANG ABBEY ALE","MISC","1","8.78","0.000","12.99","1","8.780","0.000","12.99","Tax","BEER","BEER","NULL","-2.00",-2,"32.41",0,0,"D",0,"general",0,"42858",1,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
3685,"5224521852","0000","COLOMBO MARSALA SWEET","750","1","6.15","0.000","9.99","1","6.150","0.000","9.99","Tax","WINE","WINE","NULL","0.00",0,"38.44",1,1,"D",0,"general",0,"14567",1,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
3687,"9060080077","0000","SONOMA FULL FLAVOR 100BOX","MISC","1","5.55","0.000","6.42","1","5.550","0.000","6.42","Tax","CIGS",,"MTC","0.00",0,"13.55",1,1,"D",0,"general",0,"12240",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3688,"s1820025564","0000","JOHNNY","MISC","1","1.17","0.000","1.50","1","1.170","0.000","1.50","Tax","BEER","BEER","NULL","0.00",0,"22.00",1,1,"D",0,"general",0,"13366",1,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
3689,"7888744800","0000","DIEVOLE RINASCENTO 750ML","750ML","1","9.35","0.000","11.99","1","9.350","0.000","11.99","Tax","WINE","WINE","UNKNOWN","0.00",0,"22.02",12,1,"D",0,"general",0,"58936",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3690,"8500001128","085000011287","LIBERTY CREEK MERLOT 1.5 L","1.5LT","1","7.21","7.210","9.49","1","7.210","7.210","9.49","Tax","US WINE","WINE","CDI","4.00",4,"24.03",1,1,"C",0,"general","9012098","41752",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3691,"8200077377","0000","SANDRA LEE STRAWBERRY MARGARITA","MISC","1","12.00","0.000","15.99","1","12.000","0.000","15.99","Tax","LIQUOR","LIQUOR","NULL","0.00",0,"24.95",1,1,"D",0,"general",0,"67633",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3692,"5951800203","0000","BAXTER 12PKS VARIATY","12PK","1","14.50","0.000","18.99","1","14.500","0.000","18.99","Tax","BEER","BEER","NULL","0.00",0,"23.64",2,1,"D",0,"general",0,"78247",2,,,,,0,0,"Inventory Item",,"12PK",0,0,0,0,,,0,0
3693,"s5909300221","0000","RESIN SIX POINT","MISC","1","2.00","0.000","2.99","1","2.000","0.000","2.99","Tax","BEER","BEER","NULL","0.00",0,"33.11",1,1,"D",0,"general",0,"50614",1,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
3695,"3251500003","0000","ALPINE DUET 12 OZ","12OZ","1","11.25","0.000","15.99","1","11.250","0.000","15.99","Tax","BEER 4,6, AND 8 PACKS","BEER","NULL","0.00",0,"29.64",24,1,"D",0,"general",0,"28307",24,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
3697,"1200000233","0000","MOUNTAIN DEW 2L","2LT","1","1.68","0.000","2.15","1","1.680","0.000","2.15","Tax","MIXERS","MISC","NULL","0.00",0,"21.86",4,1,"D",0,"general",0,"90528",4,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
3699,"s5679300405","0000","CIDER 16OZ","16OZ","1","1.00","0.000","1.99","1","1.000","0.000","1.99","Tax","BEER","BEER","NULL","0.00",0,"49.75",12,1,"D",0,"general",0,"50341",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3705,"9674902114","096749021147","EVAN WILLIAMS BLACK 1.75L","1.75LT","1","22.91","22.910","27.99","1","22.910","22.910","27.99","Tax","BOURBON","LIQUOR","MARTIGNETTI ","7.00",7,"18.15",0,0,"D",0,"general","6540724","55548",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3707,"9358802973","0000","FOREIGN OBJECT","MISC","1","15.32","0.000","20.99","1","15.320","0.000","20.99","Tax","6-PKBEER",,"NULL","0.00",0,"27.01",1,1,"D",0,"general",0,"41018",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3710,"test","0000","TEST","MISC","1","0.78","0.000","1.00","1","0.780","0.000","1.00","Tax","BEER","BEER","NULL","0.00",0,"22.00",1,1,"D",0,"general",0,"01587",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3711,"7454500061","0000","DON JULIO ANEJO 375ML","375ML","1","22.81","0.000","31.99","1","22.810","0.000","31.99","Tax","TEQUILA","LIQUOR","BRESCOME","0.00",0,"28.70",24,3,"B",0,"general","24536","76222",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3712,"8954012108","0000","WALKER KIRSCHWASSER 750ML","750ML","1","12.99","0.000","18.99","1","12.990","0.000","18.99","Tax","CORDIALS & LIQUEURS","LIQUOR","BRESCOME","0.00",0,"31.60",1,1,"D",0,"general",0,"76631",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3713,"8210001014","0000","TALUS PINOT NOIR 1.5L","1.5LT","1","7.91","0.000","10.99","1","7.910","0.000","10.99","Tax","WINE","WINE","BRESCOME","0.00",0,"28.03",6,1,"D",0,"general",0,"74817",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
